district,year,rain,spi
East Godavari,1959,1168.803990004,0.567453979986915
East Godavari,1960,742.8249887,-1.46176838701074
East Godavari,1961,1289.18700898,1.24124334197904
East Godavari,1962,1358.04799998,1.64754335098105
East Godavari,1963,1153.06700379,0.482753126236563
East Godavari,1964,1043.989999182,-0.0832635309170984
East Godavari,1965,783.2740021,-1.2918235856131
East Godavari,1966,896.187021,-0.792820926219897
East Godavari,1967,813.018008,-1.16391367616459
East Godavari,1968,931.133002,-0.630904189012831
East Godavari,1969,1200.96601188,0.74297298140388
East Godavari,1970,1309.86001942,1.36160724143292
East Godavari,1971,907.220987004,-0.742083145488907
East Godavari,1972,894.721001004,-0.799535421001763
East Godavari,1973,859.87699509,-0.957285721653787
East Godavari,1974,1020.81599399,-0.198832346435341
East Godavari,1975,1232.0270081,0.915579600181729
East Godavari,1976,1059.18701696,-0.00659171728111614
East Godavari,1977,1049.3340062,-0.0563820510618894
East Godavari,1978,1244.7969954,0.987430382536983
East Godavari,1979,900.73102112,-0.771969192173986
East Godavari,1980,1057.8429974,-0.0134008718828378
East Godavari,1981,1135.227002,0.387667029640771
East Godavari,1982,998.050019008,-0.310788719871643
East Godavari,1983,1189.1920189802,0.678341103444139
East Godavari,1984,774.0629972,-1.3309270376868
East Godavari,1985,939.9279998,-0.589588866444904
East Godavari,1986,1138.940992,0.407380776721167
East Godavari,1987,1041.065986,-0.0979352394757396
East Godavari,1988,1233.35702101,0.923038774247642
East Godavari,1989,1094.568993001,0.174647839103407
East Godavari,1990,1211.77900229,0.802714644995229
East Godavari,1991,1265.374011,1.10430125926795
East Godavari,1992,1087.54498,0.138363181575202
East Godavari,1993,830.85999238,-1.08597978523525
East Godavari,1994,1341.1169782,1.54621863293238
East Godavari,1995,1237.17001922,0.944454551490735
East Godavari,1996,1264.95699924,1.10191933426504
East Godavari,1997,1168.14600199,0.563896997502217
East Godavari,1998,1227.766012,0.891720281908079
East Godavari,1999,774.971989068,-1.32707872288346
East Godavari,2000,1264.83701171,1.10123408187416
East Godavari,2001,1009.75900998,-0.253402049000569
East Godavari,2002,792.085985091,-1.25419008842658
East Godavari,2003,0.14300001,-3.83469938546408
Guntur,1946,1027.7760131,1.3697126952874
Guntur,1947,738.7759978,-0.35437073228596
Guntur,1948,793.97700105,-0.0494400624342376
Guntur,1949,1014.025998,1.28038416679993
Guntur,1950,617.447994302,-0.98577001070026
Guntur,1951,576.237998102,-1.18837345634883
Guntur,1952,559.42700552,-1.26933059528019
Guntur,1953,795.824992,-0.0390370886508122
Guntur,1954,807.023001031,0.0242719528246229
Guntur,1955,904.58199399,0.595775436408462
Guntur,1956,938.08100908,0.800380318799009
Guntur,1957,672.96999907,-0.70336627797812
Guntur,1958,799.288012792,-0.0195083901330353
Guntur,1959,641.746995202,-0.863520012445996
Guntur,1960,630.395992011,-0.920886639864407
Guntur,1961,859.04599699,0.324543764596196
Guntur,1962,903.439992021,0.588876410781122
Guntur,1963,789.472006,-0.0747471042392418
Guntur,1964,801.18401198,-0.00879756401717438
Guntur,1965,599.79401198,-1.07328814334673
Guntur,1966,858.75799399,0.322853382730276
Guntur,1967,488.2820027,-1.60125443362237
Guntur,1968,641.4270089,-0.865143420544211
Guntur,1969,994.0569958702,1.15198255348832
Guntur,1970,844.1720099,0.23765356407579
Guntur,1971,715.470026102,-0.479762525901501
Guntur,1972,593.481995102,-1.10431530140966
Guntur,1973,746.22598401,-0.31387048701546
Guntur,1974,918.02401799,0.677357269204411
Guntur,1975,883.22500512,0.467580311517087
Guntur,1976,902.8800021,0.585495244589426
Guntur,1977,1015.3549882,1.28898545302989
Guntur,1978,1127.9439788,2.04325322861102
Guntur,1979,909.1689989,0.62353670557081
Guntur,1980,774.16799138,-0.160156779248281
Guntur,1981,807.90299,0.029266845249639
Guntur,1982,660.0059978,-0.77028416569187
Guntur,1983,967.674020112,0.98474023690867
Guntur,1984,506.9240059,-1.51593938529952
Guntur,1985,657.0530082,-0.785443243594927
Guntur,1986,797.064988,-0.0320496145433641
Guntur,1987,841.6509871,0.223009100488208
Guntur,1988,831.529992,0.164457623779411
Guntur,1989,847.45700901,0.25677186142405
Guntur,1990,896.34000147,0.546096276795679
Guntur,1991,875.33098601,0.42063715865482
Guntur,1992,680.8289893,-0.662507265088703
Guntur,1993,704.6419899,-0.537349467937523
Guntur,1994,1130.442998,2.06057432032416
Guntur,1995,1102.91001361,1.87113757402872
Guntur,1996,1069.49700101,1.64535661244279
Guntur,1997,879.6850022,0.446499728310104
Guntur,1998,894.0419889,0.532291211160617
Guntur,1999,551.141993891,-1.30887106463777
Guntur,2000,869.2669863,0.384737505567469
Guntur,2001,790.6220022,-0.0682940982916267
Guntur,2002,664.0810081,-0.749314260511757
Guntur,2003,0.82700002,-3.44322692238456
Hyderabad,1946,699.2169889,-0.880114945047308
Hyderabad,1947,1017.46900891,0.767922790330933
Hyderabad,1948,844.425001,-0.170034209613462
Hyderabad,1949,902.4579901,0.133185570201409
Hyderabad,1950,911.4449989,0.181155424624674
Hyderabad,1951,805.9380249,-0.364941465131523
Hyderabad,1952,704.985988,-0.853203104451609
Hyderabad,1953,936.14201001,0.314391826944
Hyderabad,1954,907.4490062,0.159792311986128
Hyderabad,1955,1232.9429999,2.0823185047799
Hyderabad,1956,1004.47499699,0.693924645660751
Hyderabad,1957,873.833993,-0.0177844574910347
Hyderabad,1958,953.54199111,0.409510602282343
Hyderabad,1959,944.8529982,0.361881908990744
Hyderabad,1960,735.3660002,-0.709729737344098
Hyderabad,1961,958.83898982,0.438673029475248
Hyderabad,1962,1122.47599801,1.38769104228153
Hyderabad,1963,897.4219869,0.106424339121903
Hyderabad,1964,882.1090038,0.025576745090819
Hyderabad,1965,816.28002079,-0.313047724744946
Hyderabad,1966,758.85800642,-0.596752413755605
Hyderabad,1967,886.56000981,0.0489952320432635
Hyderabad,1968,731.352003,-0.728855890541261
Hyderabad,1969,740.64900389,-0.684477955725927
Hyderabad,1970,1117.1090096,1.35506542282406
Hyderabad,1971,741.14900011,-0.682083411571476
Hyderabad,1972,450.9270029,-1.94075588541741
Hyderabad,1973,701.284999,-0.870480047552901
Hyderabad,1974,776.57400202,-0.510371220283062
Hyderabad,1975,1260.7720171,2.26433816441683
Hyderabad,1976,842.19499701,-0.181461323825079
Hyderabad,1977,663.8899889,-1.04261174999121
Hyderabad,1978,1139.5040069,1.49188678029107
Hyderabad,1979,797.79599102,-0.405548964793562
Hyderabad,1980,755.3780185,-0.613600793108725
Hyderabad,1981,1050.8750418,0.960870422856878
Hyderabad,1982,801.129002,-0.388952241373906
Hyderabad,1983,1065.538981,1.04680456729624
Hyderabad,1984,791.23400792,-0.438117956421821
Hyderabad,1985,533.636005,-1.60821924439512
Hyderabad,1986,786.662986,-0.460721976277608
Hyderabad,1987,805.5199742,-0.367031748215964
Hyderabad,1988,981.95397709,0.567060831715437
Hyderabad,1989,1023.2760101,0.801182667663672
Hyderabad,1990,963.4690229,0.464242391941325
Hyderabad,1991,881.84300802,0.0241793460200661
Hyderabad,1992,780.0890002,-0.493111127047018
Hyderabad,1993,839.31902097,-0.196174176919845
Hyderabad,1994,898.7000199,0.113207674041571
Hyderabad,1995,1213.8520021,1.95909838684213
Hyderabad,1996,1086.733989,1.17235471171313
Hyderabad,1997,756.72299901,-0.607093711481577
Hyderabad,1998,1067.2749892,1.05702818801918
Hyderabad,1999,648.93000135,-1.11023980379003
Hyderabad,2000,1126.2469975,1.4106764259824
Hyderabad,2001,831.2370163,-0.237373019822013
Hyderabad,2002,693.4749922,-0.906795759969864
Hyderabad,2003,0,-3.41975388933267
Karimnagar,1946,830.2319855,-0.598924062081697
Karimnagar,1947,966.4340081,0.0771145436698401
Karimnagar,1948,974.881982998,0.120988119559408
Karimnagar,1949,1050.64800699,0.524815147835335
Karimnagar,1950,810.49901251,-0.692053712987778
Karimnagar,1951,895.756986988,-0.280996661317075
Karimnagar,1952,725.507994801,-1.07956714330466
Karimnagar,1953,1157.68801009,1.12758347287721
Karimnagar,1954,862.1170013,-0.445893341088319
Karimnagar,1955,1215.581012401,1.46964833715541
Karimnagar,1956,1115.5139909,0.885528591115763
Karimnagar,1957,910.7750081,-0.206230983605339
Karimnagar,1958,899.7059982,-0.261405964452619
Karimnagar,1959,1224.8340122098,1.52537955563405
Karimnagar,1960,810.511009702,-0.691997456960604
Karimnagar,1961,1110.7330206,0.85846481106245
Karimnagar,1962,1007.6999909,0.293612018266719
Karimnagar,1963,1111.238987999,0.861325343949864
Karimnagar,1964,940.956981881,-0.053809759020058
Karimnagar,1965,989.975990303,0.199950129213896
Karimnagar,1966,995.761997612,0.230414084430354
Karimnagar,1967,828.605000311,-0.606648092649957
Karimnagar,1968,768.9879877,-0.884062695379289
Karimnagar,1969,1061.795031799,0.585811858999181
Karimnagar,1970,996.1339989,0.232376422379
Karimnagar,1971,769.513005,-0.881667057150451
Karimnagar,1972,769.513005,-0.881667057150451
Karimnagar,1973,637.7610209,-1.45694098510069
Karimnagar,1974,1026.48300899,0.393985188089035
Karimnagar,1975,789.80901903,-0.78841365988864
Karimnagar,1976,789.80901903,-0.78841365988864
Karimnagar,1977,884.7989978,-0.33510086974636
Karimnagar,1978,805.6960229842,-0.714539852670966
Karimnagar,1979,1249.885,1.67773821676176
Karimnagar,1980,889.13101,-0.313757087494381
Karimnagar,1981,899.3550114,-0.263149171830255
Karimnagar,1982,1082.7289911,0.701471015812887
Karimnagar,1983,936.6619969,-0.0756767388321818
Karimnagar,1984,1514.55098938,3.42198283267761
Karimnagar,1985,633.42400098,-1.47500623544261
Karimnagar,1986,809.0000063,-0.699079218742178
Karimnagar,1987,891.31597869,-0.302969361042016
Karimnagar,1988,861.35199889,-0.449601999304826
Karimnagar,1989,1047.9769901,0.510260020196044
Karimnagar,1990,1060.3500148,0.577881611403318
Karimnagar,1991,1052.7680146,0.536384367622165
Karimnagar,1992,943.3639989,-0.0415292005237705
Karimnagar,1993,853.3580009099,-0.488246881339481
Karimnagar,1994,993.2750008,0.217306489418726
Karimnagar,1995,1102.3999865,0.811476097832259
Karimnagar,1996,1244.48601,1.64471929915326
Karimnagar,1997,1035.0139879,0.439953616265017
Karimnagar,1998,837.526004,-0.56419533877184
Karimnagar,1999,1097.5769789,0.784385607530518
Karimnagar,2000,791.78501099,-0.779267487429613
Karimnagar,2001,1093.8419965,0.763459658107488
Karimnagar,2002,786.44801198,-0.803943163849931
Karimnagar,2003,0,-3.5692615579719
Khammam,1946,1040.77698,0.451138211893491
Khammam,1947,1064.162005,0.579824242442351
Khammam,1948,669.0930009,-1.35902723898563
Khammam,1949,901.6529948901,-0.277457822085882
Khammam,1950,901.4049948901,-0.278700869190669
Khammam,1951,888.6630041,-0.342304203340759
Khammam,1952,798.60501821,-0.77726454612893
Khammam,1953,1022.6260192,0.352501525787232
Khammam,1954,996.42098011,0.212007887600143
Khammam,1955,1085.952997,0.701375099102882
Khammam,1956,1093.8019890002,0.745545544464911
Khammam,1957,801.824996832,-0.762148742422864
Khammam,1958,1009.0220199,0.279285079287142
Khammam,1959,1153.29800008,1.08710202963137
Khammam,1960,735.511005998,-1.06702719713538
Khammam,1961,1101.8660102,0.791141046977882
Khammam,1962,1168.4429966001,1.17596150055428
Khammam,1963,1067.69899741,0.599446114059055
Khammam,1964,852.5550050999,-0.519750504249098
Khammam,1965,852.6290051009,-0.51939104492105
Khammam,1966,728.711978101,-1.09752786955482
Khammam,1967,878.86798819,-0.390847080622844
Khammam,1968,796.81,-0.78567713509214
Khammam,1969,1295.11100791,1.95006486566779
Khammam,1970,1211.48499821,1.4327814756534
Khammam,1971,829.66599,-0.630111996430015
Khammam,1972,782.2949914,-0.853338567172663
Khammam,1973,850.354003201,-0.530434140954633
Khammam,1974,942.771007,-0.0686443768740944
Khammam,1975,1263.5779819,1.75215192381848
Khammam,1976,885.67899101,-0.35712479817293
Khammam,1977,845.560999999,-0.553646745847297
Khammam,1978,1297.7560001,1.96682421471876
Khammam,1979,728.9300027,-1.09655197464818
Khammam,1980,727.6570027,-1.10224799045221
Khammam,1981,1155.4389829,1.0996163207204
Khammam,1982,838.1460029,-0.589415944491164
Khammam,1983,1109.0279986899,0.831819319412113
Khammam,1984,695.2100127,-1.24578325687117
Khammam,1985,780.5179931401,-0.861577448110429
Khammam,1986,927.228,-0.148214671787926
Khammam,1987,914.1409941002,-0.214610895408577
Khammam,1988,1078.2159985,0.65803652044219
Khammam,1989,1053.31301,0.519897552816358
Khammam,1990,1157.359998,1.11085814524196
Khammam,1991,1058.0980003,0.546280267446431
Khammam,1992,839.12999289,-0.584679175816329
Khammam,1993,831.5420181004,-0.621128171299279
Khammam,1994,1108.8069809,0.830561416518662
Khammam,1995,1105.0519809996,0.809215268913962
Khammam,1996,1126.4119979196,0.931274148532063
Khammam,1997,962.8160111,0.0351224882526518
Khammam,1998,1062.460997799,0.570402527156216
Khammam,1999,748.89899796,-1.00655843290221
Khammam,2000,1213.6740130002,1.44601281137249
Khammam,2001,940.75199698,-0.0790243212716172
Khammam,2002,722.6139932,-1.1247647246826
Khammam,2003,0,-3.62126566156129
Krishna,1946,1065.5250028,-0.0192813212672283
Krishna,1947,22.1789998989,-0.955522857327657
Krishna,1948,29.4980004999,-0.95122632139073
Krishna,1949,42.3259991,-0.94362907850968
Krishna,1950,70.08399971,-0.926896601307368
Krishna,1951,65.8980004,-0.929445738979427
Krishna,1952,35.6139999896,-0.947614806973709
Krishna,1953,48.0070007,-0.940237309062122
Krishna,1954,59.691999899,-0.933208065442545
Krishna,1955,95.209000103,-0.911401902582751
Krishna,1956,50.5000023,-0.938743593544321
Krishna,1957,22.164999982,-0.955531049407762
Krishna,1958,55.00099899,-0.936038555039462
Krishna,1959,80.518999003,-0.920501848257221
Krishna,1960,47.418000997,-0.940589743579202
Krishna,1961,84.63399911,-0.91796428872451
Krishna,1962,232.787004098,-0.820491266894494
Krishna,1963,150.667002288,-0.876005093046123
Krishna,1964,150.953999,-0.875817578924008
Krishna,1965,275.71299582,-0.789960052891554
Krishna,1966,481.271997,-0.628672914066937
Krishna,1967,627.3600019,-0.498078508592364
Krishna,1968,425.076997,-0.675308102564612
Krishna,1969,389.5199993,-0.703813031155918
Krishna,1970,747.3639972,-0.380300973683452
Krishna,1971,1440.677998,0.504343625119855
Krishna,1972,1020.464993,-0.0748810146440784
Krishna,1973,1147.994992,0.0864361140555848
Krishna,1974,1400.605981,0.443089063070469
Krishna,1975,1805.527963,1.12361653940166
Krishna,1976,2118.456,1.74684063308507
Krishna,1977,1558.655974,0.69233669236931
Krishna,1978,1777.505995,1.07203111107626
Krishna,1979,1831.576982,1.17218352949304
Krishna,1980,1702.8,0.937825351533522
Krishna,1981,1456.838999,0.529417905081988
Krishna,1982,1772.80498,1.0634438486072
Krishna,1983,1960.85602,1.42204799860665
Krishna,1984,2088.655006,1.68370328901764
Krishna,1985,2257.274973,2.05166633751741
Krishna,1986,1607.055008,0.77280641851889
Krishna,1987,1793.346991,1.10110879697833
Krishna,1988,2003.072976,1.50685841438238
Krishna,1989,1921.795006,1.34499385002712
Krishna,1990,1694.317997,0.922891219486346
Krishna,1991,2005.316994,1.51141114776053
Krishna,1992,1799.407989,1.11229203683023
Krishna,1993,2303.114991,2.15623550695643
Krishna,1994,587.71899464,-0.534877857401656
Krishna,1995,1012.68200224,-0.0843314865756158
Krishna,1996,1465.854018,0.543497881075641
Krishna,1997,1480.666986,0.566778157386705
Krishna,1998,413.6810079,-0.684527842325099
Krishna,1999,131.94900181,-0.888137882374502
Krishna,2000,209.93299843,-0.836318845679666
Krishna,2001,264.0419942,-0.79836559374314
Krishna,2002,141.49000425,-0.881977339020618
Krishna,2003,0.38,-0.968157002458739
Kurnool,1946,1.1359999996,-0.902061150723461
Kurnool,1947,11.5040003,-0.891315687641795
Kurnool,1948,0.3620000108,-0.902859384729446
Kurnool,1949,12.2720000101,-0.890515807970773
Kurnool,1950,29.1869994,-0.872760928910479
Kurnool,1951,7.743000118,-0.895224992885057
Kurnool,1952,6.714000091,-0.896292309375933
Kurnool,1953,18.087000302,-0.884441830364786
Kurnool,1954,11.570000089,-0.891246969448376
